Order Date,Segment,Country,City,State,Region,Product ID,Category,Product Name,Sales,Quantity,Discount,Profit
2017-01-15,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10000159,Office Supplies,Belkin F9M820V08 8 Outlet Surge,34.384,1,0.2,3.868
2017-01-15,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002945,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,8,0.2,312.676
2015-04-02,Consumer,United States,Dallas,Texas,Central,OFF-AP-10001242,Office Supplies,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,2,0.8,-80.48
2015-04-02,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003038,Technology,Kingston Digital DataTraveler 16GB USB 2.0,50.12,7,0.2,-0.627
2015-04-02,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003289,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,3,0.2,1.799
2016-09-03,Consumer,United States,Waukesha,Wisconsin,Central,OFF-ST-10000918,Office Supplies,Crate-A-Files,54.5,5,0.0,14.17
2017-12-10,Consumer,United States,Fort Lauderdale,Florida,South,FUR-FU-10001940,Furniture,Staple-based wall hangings,19.104,3,0.2,5.731
2016-11-22,Consumer,United States,Detroit,Michigan,Central,OFF-BI-10002852,Office Supplies,Ibico Standard Transparent Covers,49.44,3,0.0,24.226
2017-11-11,Home Office,United States,Springfield,Ohio,East,OFF-PA-10004451,Office Supplies,Xerox 222,10.368,2,0.2,3.629
2016-10-21,Consumer,United States,San Diego,California,West,OFF-ST-10004804,Office Supplies,"Belkin 19"" Vented Equipment Shelf, Black",154.44,3,0.0,1.544
2015-12-21,Corporate,United States,Colorado Springs,Colorado,West,OFF-AP-10003971,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,60.984,7,0.2,4.574
2015-07-17,Consumer,United States,Bakersfield,California,West,FUR-BO-10003159,Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,2,0.15,-13.798
2017-04-30,Corporate,United States,Pompano Beach,Florida,South,FUR-FU-10001935,Furniture,3M Hangers With Command Adhesive,23.68,8,0.2,6.216
2017-04-30,Corporate,United States,Pompano Beach,Florida,South,TEC-AC-10003433,Technology,Maxell 4.7GB DVD+R 5/Pack,2.376,3,0.2,0.743
2017-05-06,Consumer,United States,New York City,New York,East,OFF-LA-10004544,Office Supplies,Avery 505,59.2,4,0.0,29.6
2017-11-20,Consumer,United States,Lakeville,Minnesota,Central,OFF-AR-10001026,Office Supplies,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22.0,10,0.0,9.68
2016-11-11,Consumer,United States,Detroit,Michigan,Central,TEC-PH-10001336,Technology,Digium D40 VoIP phone,257.98,2,0.0,74.814
2016-11-05,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003187,Technology,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,2,0.4,-15.992
2016-10-09,Corporate,United States,Troy,Ohio,East,TEC-PH-10004897,Technology,Mediabridge Sport Armband iPhone 5s,23.976,4,0.4,-15.584
2015-09-21,Home Office,United States,Los Angeles,California,West,FUR-CH-10004997,Furniture,Hon Every-Day Series Multi-Task Chairs,601.536,4,0.2,0.0
2015-09-21,Home Office,United States,Los Angeles,California,West,OFF-FA-10002763,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,7.9,2,0.0,2.528
2014-12-02,Corporate,United States,Corpus Christi,Texas,Central,FUR-FU-10001588,Furniture,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.803
2014-12-02,Corporate,United States,Corpus Christi,Texas,Central,OFF-AR-10000940,Office Supplies,Newell 343,16.464,7,0.2,1.441
2014-12-02,Corporate,United States,Corpus Christi,Texas,Central,FUR-FU-10002759,Furniture,12-1/2 Diameter Round Wall Clock,39.96,5,0.6,-23.976
2014-09-21,Corporate,United States,Omaha,Nebraska,Central,OFF-AP-10000358,Office Supplies,Fellowes Basic Home/Office Series Surge Protectors,25.96,2,0.0,7.528
2014-09-21,Corporate,United States,Omaha,Nebraska,Central,OFF-AP-10003281,Office Supplies,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,0.0,10.881
2014-09-21,Corporate,United States,Omaha,Nebraska,Central,OFF-PA-10000029,Office Supplies,Xerox 224,6.48,1,0.0,3.11
2014-04-12,Corporate,United States,Redondo Beach,California,West,TEC-PH-10001557,Technology,Pyle PMP37LED,1075.088,14,0.2,94.07
2014-04-12,Corporate,United States,Redondo Beach,California,West,TEC-PH-10000576,Technology,AT&T 1080 Corded phone,438.368,4,0.2,38.357
2014-04-12,Corporate,United States,Redondo Beach,California,West,OFF-BI-10002764,Office Supplies,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7,0.2,6.557
2014-04-12,Corporate,United States,Redondo Beach,California,West,FUR-BO-10001337,Furniture,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,3,0.15,-18.147
2017-10-20,Consumer,United States,Little Rock,Arkansas,South,OFF-AR-10002257,Office Supplies,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,4,0.0,4.142
2017-10-20,Consumer,United States,Little Rock,Arkansas,South,OFF-PA-10001019,Office Supplies,Xerox 1884,39.96,2,0.0,18.781
2017-10-20,Consumer,United States,Little Rock,Arkansas,South,OFF-BI-10003364,Office Supplies,Binding Machine Supplies,145.85,5,0.0,70.008
2016-10-25,Corporate,United States,Miami,Florida,South,TEC-PH-10000984,Technology,Panasonic KX-TG9471B,783.96,5,0.2,78.396
2015-11-01,Consumer,United States,Salem,Oregon,West,OFF-AR-10001683,Office Supplies,Lumber Crayons,7.88,1,0.2,1.773
2017-11-03,Consumer,United States,Las Cruces,New Mexico,West,FUR-FU-10000629,Furniture,9-3/4 Diameter Round Wall Clock,41.37,3,0.0,17.375
2015-05-12,Consumer,United States,San Francisco,California,West,OFF-PA-10003893,Office Supplies,Xerox 1962,12.84,3,0.0,5.778
2015-05-12,Consumer,United States,San Francisco,California,West,OFF-PA-10004239,Office Supplies,Xerox 1953,25.68,6,0.0,11.556
2015-09-07,Consumer,United States,El Paso,Texas,Central,FUR-CH-10000553,Furniture,"Metal Folding Chairs, Beige, 4/Carton",47.516,2,0.3,-2.036
2015-07-25,Consumer,United States,Seattle,Washington,West,OFF-FA-10004395,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,9.42,2,0.0,0.471
2015-07-25,Consumer,United States,Seattle,Washington,West,OFF-PA-10004782,Office Supplies,Xerox 228,12.96,2,0.0,6.221
2015-07-25,Consumer,United States,Seattle,Washington,West,FUR-BO-10002213,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,5,0.0,56.392
2015-07-25,Consumer,United States,Seattle,Washington,West,FUR-CH-10001854,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568,2,0.2,28.078
2015-11-16,Home Office,United States,Milwaukee,Wisconsin,Central,OFF-PA-10000157,Office Supplies,Xerox 191,179.82,9,0.0,84.515
2015-11-16,Home Office,United States,Milwaukee,Wisconsin,Central,FUR-FU-10001185,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0.0,76.088
2015-11-16,Home Office,United States,Milwaukee,Wisconsin,Central,FUR-TA-10001520,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,3,0.0,36.399
2015-11-16,Home Office,United States,Milwaukee,Wisconsin,Central,TEC-AC-10004145,Technology,Logitech diNovo Edge Keyboard,999.96,4,0.0,229.991
2015-11-16,Home Office,United States,Milwaukee,Wisconsin,Central,FUR-TA-10000688,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0.0,111.104
2015-09-01,Home Office,United States,Franklin,Massachusetts,East,OFF-BI-10001510,Office Supplies,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,5,0.0,51.57
2015-09-01,Home Office,United States,Franklin,Massachusetts,East,FUR-CH-10003817,Furniture,"Global Value Steno Chair, Gray",60.74,1,0.0,15.185
2015-09-01,Home Office,United States,Franklin,Massachusetts,East,FUR-FU-10000308,Furniture,Deflect-o Glass Clear Studded Chair Mats,124.36,2,0.0,27.359
2015-09-01,Home Office,United States,Franklin,Massachusetts,East,OFF-ST-10003208,Office Supplies,Adjustable Depth Letter/Legal Cart,1088.76,6,0.0,315.74
2016-05-05,Consumer,United States,Encinitas,California,West,OFF-BI-10003784,Office Supplies,Computer Printout Index Tabs,6.72,5,0.2,2.352
2016-05-05,Consumer,United States,Encinitas,California,West,FUR-TA-10003748,Furniture,Bevis 36 x 72 Conference Tables,298.776,3,0.2,7.469
2016-12-31,Consumer,United States,Anaheim,California,West,TEC-PH-10002563,Technology,Adtran 1202752G1,302.376,3,0.2,22.678
2017-09-18,Consumer,United States,Arlington,Texas,Central,OFF-AR-10000122,Office Supplies,Newell 314,8.928,2,0.2,0.558
2017-09-18,Consumer,United States,Arlington,Texas,Central,OFF-ST-10000352,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,47.584,2,0.2,-2.974
2014-09-25,Home Office,United States,Houston,Texas,Central,OFF-PA-10003270,Office Supplies,Xerox 1954,33.792,8,0.2,10.56
2014-09-25,Home Office,United States,Houston,Texas,Central,FUR-BO-10003272,Furniture,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.533,2,0.32,-97.231
2014-09-25,Home Office,United States,Houston,Texas,Central,OFF-BI-10002982,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,2,0.8,-4.358
2014-09-25,Home Office,United States,Houston,Texas,Central,OFF-EN-10001509,Office Supplies,Poly String Tie Envelopes,3.264,2,0.2,1.102
2016-04-23,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10002421,Office Supplies,Embossed Ink Jet Note Cards,108.336,6,0.2,37.918
2016-04-23,Consumer,United States,Lancaster,Ohio,East,OFF-ST-10000760,Office Supplies,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.291
2016-04-23,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10002923,Office Supplies,Xerox 1942,78.304,2,0.2,29.364
2014-11-01,Consumer,United States,Portland,Oregon,West,OFF-ST-10001128,Office Supplies,"Carina Mini System Audio Rack, Model AR050B",443.92,5,0.2,-94.333
2014-11-01,Consumer,United States,Portland,Oregon,West,TEC-PH-10000673,Technology,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,3,0.2,54.592
2017-01-26,Corporate,United States,Hoover,Alabama,South,OFF-AR-10001547,Office Supplies,Newell 311,15.47,7,0.0,4.177
2017-01-26,Corporate,United States,Hoover,Alabama,South,OFF-BI-10001890,Office Supplies,Avery Poly Binder Pockets,7.16,2,0.0,3.437
2017-11-11,Consumer,United States,Los Angeles,California,West,OFF-AP-10003971,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10.89,1,0.0,2.831
2017-11-11,Consumer,United States,Los Angeles,California,West,OFF-PA-10000520,Office Supplies,Xerox 201,19.44,3,0.0,9.331
2017-11-11,Consumer,United States,Los Angeles,California,West,OFF-BI-10000977,Office Supplies,Ibico Plastic Spiral Binding Combs,121.6,5,0.2,39.52
2016-06-09,Consumer,United States,Tallahassee,Florida,South,TEC-MA-10002178,Technology,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.828
2015-09-03,Corporate,United States,New York City,New York,East,OFF-ST-10001526,Office Supplies,Iceberg Mobile Mega Data/Printer Cart ,120.33,1,0.0,31.286
2014-03-14,Home Office,United States,Chesapeake,Virginia,South,FUR-CH-10003379,Furniture,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4,0.0,284.98
2017-08-31,Consumer,United States,Fayetteville,North Carolina,South,OFF-PA-10000100,Office Supplies,Xerox 1945,229.544,7,0.2,83.21
2017-03-23,Consumer,United States,Huntsville,Texas,Central,OFF-ST-10001809,Office Supplies,Fellowes Officeware Wire Shelving,143.728,2,0.2,-32.339
2017-05-18,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10000387,Technology,KeyTronic KT800P2 - Keyboard - Black,36.048,3,0.2,-0.901
2016-12-27,Corporate,United States,Woodstock,Illinois,Central,FUR-CH-10004853,Furniture,"Global Manager's Adjustable Task Chair, Storm",845.488,8,0.3,-12.078
2017-11-17,Consumer,United States,Everett,Massachusetts,East,OFF-AR-10001958,Office Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,3,0.0,14.263
2017-09-10,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10003527,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,3,0.8,-1143.891
2017-04-08,Corporate,United States,Roswell,Georgia,South,FUR-FU-10003832,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6,0.0,15.758
2017-04-08,Corporate,United States,Roswell,Georgia,South,OFF-BI-10001359,Office Supplies,GBC DocuBind TL300 Electric Binding System,2690.97,3,0.0,1264.756
2016-11-28,Corporate,United States,Palm Coast,Florida,South,OFF-BI-10002976,Office Supplies,ACCOHIDE Binder by Acco,7.434,6,0.7,-5.699
2016-06-02,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10000736,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,64.784,1,0.2,-12.957
2017-12-17,Home Office,United States,Columbus,Indiana,Central,OFF-PA-10001745,Office Supplies,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,4,0.0,13.235
2016-03-19,Consumer,United States,Oceanside,New York,East,FUR-FU-10000409,Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,0.0,6.891
2016-03-19,Consumer,United States,Oceanside,New York,East,FUR-FU-10000221,Furniture,"Master Caster Door Stop, Brown",20.32,4,0.0,6.909
2017-08-20,Corporate,United States,Franklin,Massachusetts,East,OFF-ST-10000344,Office Supplies,"Neat Ideas Personal Hanging Folder Files, Black",40.29,3,0.0,10.475
2017-07-25,Consumer,United States,Sioux Falls,South Dakota,Central,OFF-LA-10003663,Office Supplies,Avery 498,20.23,7,0.0,9.508
2016-08-26,Corporate,United States,San Diego,California,West,FUR-CH-10001215,Furniture,Global Troy Executive Leather Low-Back Tilter,1603.136,4,0.2,100.196
2016-08-15,Consumer,United States,Fayetteville,North Carolina,South,FUR-CH-10000988,Furniture,Hon Olson Stacker Stools,225.296,2,0.2,22.53
2017-05-19,Consumer,United States,Atlanta,Georgia,South,TEC-AC-10003441,Technology,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4,0.0,4.068
2017-05-19,Consumer,United States,Atlanta,Georgia,South,TEC-PH-10004389,Technology,Nokia Lumia 925,377.97,3,0.0,98.272
2017-05-19,Consumer,United States,Atlanta,Georgia,South,FUR-BO-10004695,Furniture,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,9,0.0,374.629
2017-05-19,Consumer,United States,Atlanta,Georgia,South,OFF-PA-10000100,Office Supplies,Xerox 1945,286.93,7,0.0,140.596
2017-08-12,Consumer,United States,Orlando,Florida,South,OFF-PA-10000223,Office Supplies,Xerox 2000,20.736,4,0.2,7.258
2017-08-13,Consumer,United States,San Francisco,California,West,OFF-ST-10001325,Office Supplies,Sterilite Officeware Hinged File Box,31.44,3,0.0,8.489
2017-08-13,Consumer,United States,San Francisco,California,West,OFF-AP-10004249,Office Supplies,Staple holder,83.79,7,0.0,22.623
2017-08-13,Consumer,United States,San Francisco,California,West,OFF-AR-10000588,Office Supplies,Newell 345,59.52,3,0.0,15.475
2017-08-13,Consumer,United States,San Francisco,California,West,OFF-SU-10000946,Office Supplies,Staple remover,31.92,4,0.0,9.257
2016-11-10,Consumer,United States,Toledo,Ohio,East,OFF-SU-10001225,Office Supplies,Staple remover,14.72,5,0.2,-3.312
2016-11-10,Consumer,United States,Toledo,Ohio,East,OFF-ST-10001558,Office Supplies,Acco Perma 4000 Stacking Storage Drawers,38.976,3,0.2,-2.436
2017-06-12,Consumer,United States,Saint Petersburg,Florida,South,FUR-FU-10001546,Furniture,Dana Swing-Arm Lamps,17.088,2,0.2,1.068
2014-03-22,Corporate,United States,Tucson,Arizona,West,OFF-PA-10002581,Office Supplies,Xerox 1951,74.352,3,0.2,23.235
2014-03-22,Corporate,United States,Tucson,Arizona,West,FUR-CH-10001482,Furniture,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,0.2,-35.365
2017-06-15,Consumer,United States,Los Angeles,California,West,OFF-AR-10002399,Office Supplies,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1,0.0,1.747
2017-11-16,Consumer,United States,San Diego,California,West,OFF-ST-10001963,Office Supplies,Tennsco Regal Shelving Units,811.28,8,0.0,24.338
2017-12-29,Consumer,United States,New York City,New York,East,OFF-FA-10002988,Office Supplies,Ideal Clamps,6.03,3,0.0,2.955
2016-01-21,Consumer,United States,San Diego,California,West,FUR-CH-10004289,Furniture,Global Super Steno Chair,153.568,2,0.2,-5.759
2016-01-21,Consumer,United States,San Diego,California,West,FUR-CH-10000785,Furniture,Global Ergonomic Managers Chair,1013.488,7,0.2,76.012
2016-01-15,Home Office,United States,Westfield,New Jersey,East,OFF-EN-10003040,Office Supplies,Quality Park Security Envelopes,52.34,2,0.0,24.6
2016-01-15,Home Office,United States,Westfield,New Jersey,East,OFF-AR-10001573,Office Supplies,American Pencil,4.66,2,0.0,1.351
2016-01-15,Home Office,United States,Westfield,New Jersey,East,TEC-AC-10000844,Technology,Logitech Gaming G510s - Keyboard,254.97,3,0.0,91.789
2016-09-19,Home Office,United States,Orange,New Jersey,East,OFF-BI-10000756,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,25.44,6,0.0,12.72
2016-09-19,Home Office,United States,Orange,New Jersey,East,OFF-SU-10000381,Office Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.1
2014-02-21,Consumer,United States,Woodstock,Illinois,Central,OFF-BI-10004094,Office Supplies,GBC Standard Plastic Binding Systems Combs,8.85,5,0.8,-13.718
2016-11-11,Consumer,United States,San Francisco,California,West,FUR-FU-10001852,Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4,0.0,2.227
2016-01-30,Consumer,United States,San Francisco,California,West,OFF-BI-10000014,Office Supplies,Heavy-Duty E-Z-D Binders,17.456,2,0.2,5.891
2016-10-18,Consumer,United States,Tempe,Arizona,West,FUR-CH-10003396,Furniture,Global Deluxe Steno Chair,307.92,5,0.2,-34.641
2017-12-18,Consumer,United States,Los Angeles,California,West,OFF-AR-10003811,Office Supplies,Newell 327,6.63,3,0.0,1.79
2017-12-18,Consumer,United States,Los Angeles,California,West,OFF-PA-10003172,Office Supplies,Xerox 1996,12.96,2,0.0,6.221
2017-12-18,Consumer,United States,Los Angeles,California,West,OFF-PA-10000289,Office Supplies,Xerox 213,32.4,5,0.0,15.552
2017-11-02,Corporate,United States,Seattle,Washington,West,OFF-PA-10000791,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,5,0.0,10.733
2014-04-29,Consumer,United States,Lake Charles,Louisiana,South,FUR-CH-10002304,Furniture,"Global Stack Chair without Arms, Black",51.96,2,0.0,12.99
2014-04-29,Consumer,United States,Lake Charles,Louisiana,South,OFF-BI-10000136,Office Supplies,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,3,0.0,8.611
2017-10-23,Corporate,United States,Rochester,New York,East,OFF-PA-10003739,Office Supplies,Xerox 1969,11.56,2,0.0,5.664
2017-10-23,Corporate,United States,Rochester,New York,East,OFF-PA-10002479,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4,5,0.0,11.88
2017-10-23,Corporate,United States,Rochester,New York,East,FUR-FU-10000771,Furniture,"Eldon 200 Class Desk Accessories, Smoke",69.08,11,0.0,29.014
2017-10-23,Corporate,United States,Rochester,New York,East,TEC-PH-10001552,Technology,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88,3,0.0,10.046
2014-03-30,Consumer,United States,Long Beach,New York,East,OFF-AR-10001915,Office Supplies,Peel-Off China Markers,49.65,5,0.0,20.853
2016-01-04,Corporate,United States,Charlotte,North Carolina,South,TEC-CO-10000971,Technology,Hewlett Packard 310 Color Digital Copier,959.968,4,0.2,119.996
2015-04-26,Consumer,United States,Houston,Texas,Central,FUR-CH-10004086,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2,0.3,-5.835
2015-09-12,Consumer,United States,New York City,New York,East,TEC-CO-10000971,Technology,Hewlett Packard 310 Color Digital Copier,479.984,2,0.2,59.998
2015-09-12,Consumer,United States,New York City,New York,East,OFF-LA-10001317,Office Supplies,Avery 520,12.6,4,0.0,6.048
2017-09-11,Home Office,United States,Columbus,Georgia,South,OFF-PA-10003656,Office Supplies,Xerox 1935,184.66,7,0.0,84.944
2016-06-12,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10002160,Office Supplies,Xerox 1978,23.12,5,0.2,8.381
2016-06-27,Corporate,United States,Highland Park,Illinois,Central,OFF-PA-10000575,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.464,7,0.2,12.176
2016-06-27,Corporate,United States,Highland Park,Illinois,Central,FUR-CH-10003981,Furniture,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658,3,0.3,-7.709
2014-09-26,Home Office,United States,Seattle,Washington,West,OFF-ST-10002615,Office Supplies,"Dual Level, Single-Width Filing Carts",310.12,2,0.0,80.631
2017-11-03,Consumer,United States,Eagan,Minnesota,Central,OFF-PA-10000327,Office Supplies,Xerox 1971,8.56,2,0.0,3.852
2017-11-03,Consumer,United States,Eagan,Minnesota,Central,OFF-ST-10001325,Office Supplies,Sterilite Officeware Hinged File Box,52.4,5,0.0,14.148
2017-11-03,Consumer,United States,Eagan,Minnesota,Central,OFF-LA-10001771,Office Supplies,Avery 513,14.94,3,0.0,6.872
2017-02-19,Consumer,United States,Seattle,Washington,West,OFF-FA-10004968,Office Supplies,Rubber Band Ball,11.22,3,0.0,0.224
2015-11-05,Consumer,United States,Coral Springs,Florida,South,OFF-AP-10000576,Office Supplies,"Belkin 325VA UPS Surge Protector, 6'",387.136,4,0.2,24.196
2014-06-16,Consumer,United States,Hempstead,New York,East,OFF-EN-10003286,Office Supplies,Staple envelope,41.4,5,0.0,19.458
2014-06-16,Consumer,United States,Hempstead,New York,East,OFF-AR-10003772,Office Supplies,Boston 16750 Black Compact Battery Pencil Sharpener,35.0,4,0.0,10.5
2014-06-16,Consumer,United States,Hempstead,New York,East,OFF-BI-10002852,Office Supplies,Ibico Standard Transparent Covers,39.552,3,0.2,14.338
2015-10-12,Consumer,United States,Noblesville,Indiana,Central,TEC-PH-10002890,Technology,AT&T 17929 Lendline Telephone,135.72,3,0.0,35.287
2015-10-12,Consumer,United States,Noblesville,Indiana,Central,OFF-BI-10001308,Office Supplies,GBC Standard Plastic Binding Systems' Combs,12.56,2,0.0,5.652
2015-10-12,Consumer,United States,Noblesville,Indiana,Central,TEC-PH-10001750,Technology,Samsung Rugby III,263.96,4,0.0,71.269
2017-08-27,Consumer,United States,Dallas,Texas,Central,OFF-AR-10003338,Office Supplies,"Eberhard Faber 3 1/2"" Golf Pencils",5.952,1,0.2,0.372
2016-11-23,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002763,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,15.8,5,0.2,2.37
2016-11-23,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10002088,Furniture,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,0.2,3.951
2016-11-23,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10003976,Furniture,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",70.448,7,0.2,12.328
2017-01-30,Consumer,United States,San Francisco,California,West,OFF-ST-10001511,Office Supplies,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.465
2015-11-30,Home Office,United States,Austin,Texas,Central,OFF-BI-10000301,Office Supplies,GBC Instant Report Kit,3.882,3,0.8,-5.823
2014-06-28,Corporate,United States,Detroit,Michigan,Central,OFF-FA-10003495,Office Supplies,Staples,6.08,1,0.0,3.04
2014-09-02,Consumer,United States,Watertown,New York,East,OFF-AP-10001303,Office Supplies,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,1,0.0,8.955
2014-09-02,Consumer,United States,Watertown,New York,East,FUR-FU-10002116,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1,0.0,4.95
2017-07-10,Consumer,United States,Columbus,Georgia,South,FUR-FU-10000771,Furniture,"Eldon 200 Class Desk Accessories, Smoke",18.84,3,0.0,7.913
2017-06-04,Consumer,United States,Apple Valley,Minnesota,Central,OFF-AR-10002255,Office Supplies,Newell 346,8.64,3,0.0,2.506
2017-10-19,Home Office,United States,Burlington,North Carolina,South,OFF-BI-10004995,Office Supplies,GBC DocuBind P400 Electric Binding System,1633.188,4,0.7,-1306.55
2017-11-18,Home Office,United States,Saginaw,Michigan,Central,FUR-FU-10002597,Furniture,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4,0.0,8.299
2015-08-08,Consumer,United States,San Francisco,California,West,OFF-BI-10004970,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608,2,0.2,2.23
2015-08-08,Consumer,United States,San Francisco,California,West,OFF-BI-10002557,Office Supplies,Presstex Flexible Ring Binders,7.28,2,0.2,2.73
2015-08-08,Consumer,United States,San Francisco,California,West,FUR-CH-10000785,Furniture,Global Ergonomic Managers Chair,144.784,1,0.2,10.859
2016-12-06,Consumer,United States,Seattle,Washington,West,TEC-PH-10002310,Technology,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792,1,0.2,13.719
2016-12-06,Consumer,United States,Seattle,Washington,West,TEC-PH-10002834,Technology,Google Nexus 5,431.976,3,0.2,26.999
2016-12-06,Consumer,United States,Seattle,Washington,West,OFF-EN-10000927,Office Supplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,1,0.0,16.151
2016-12-06,Consumer,United States,Seattle,Washington,West,OFF-BI-10001636,Office Supplies,Ibico Plastic and Wire Spiral Binding Combs,47.208,7,0.2,15.343
2016-12-06,Consumer,United States,Seattle,Washington,West,OFF-PA-10001736,Office Supplies,Xerox 1880,248.08,7,0.0,116.598
2016-12-06,Consumer,United States,Seattle,Washington,West,OFF-PA-10000482,Office Supplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",189.7,5,0.0,89.159
2016-12-06,Consumer,United States,Seattle,Washington,West,OFF-BI-10001658,Office Supplies,GBC Standard Therm-A-Bind Covers,59.808,3,0.2,19.438
2017-03-25,Corporate,United States,Milwaukee,Wisconsin,Central,FUR-CH-10000422,Furniture,Global Highback Leather Tilter in Burgundy,90.99,1,0.0,14.558
2017-03-25,Corporate,United States,Milwaukee,Wisconsin,Central,FUR-CH-10004675,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",1526.56,7,0.0,427.437
2017-03-25,Corporate,United States,Milwaukee,Wisconsin,Central,FUR-CH-10002880,Furniture,"Global High-Back Leather Tilter, Burgundy",368.97,3,0.0,40.587
2017-11-19,Consumer,United States,Los Angeles,California,West,OFF-ST-10000675,Office Supplies,"File Shuttle II and Handi-File, Black",305.01,9,0.0,76.253
